GeneID,Entrez,Phylostrata
CTAGE5,4253,6
CTAGE8,100142659,6
CTAGE9,643854,6
CTB-134H23.2,000,15
CTBP1,1487,1
CTBP2,1488,1
CTBS,1486,1
CTC1,80169,4
CTCF,10664,6
CTCFL,140690,6
CTD-2210P24.4,000,15
CTD-2368P22.1,000,15
CTD-2600O9.1,388282,15
CTD-3088G3.8,388210,8
CTDP1,9150,2
CTDSP1,58190,2
CTDSPL,10217,2
CTDSPL2,51496,2
CTF1,1489,8
CTGF,1490,6
CTH,1491,1
CTHRC1,115908,5
CTLA4,1493,8
CTNNA1,1495,4
CTNNA2,1496,4
CTNNA3,29119,4
CTNNAL1,8727,5
CTNNB1,1499,4
CTNNBL1,56259,2
CTNND1,1500,7
CTNND2,1501,4
CTNS,1497,2
CTPS1,1503,1
CTPS2,56474,1
CTR9,9646,2
CTRB1,1504,5
CTRB2,440387,5
CTSA,5476,2
CTSB,1508,2
CTSC,1075,2
CTSD,1509,2
CTSE,1510,2
CTSF,8722,2
CTSG,1511,12
CTSH,1512,2
CTSK,1513,2
CTSL,1514,2
CTSS,1520,2
CTSV,1515,2
CTSW,1521,10
CTSZ,1522,2
CTTN,2017,4
CTTNBP2,83992,7
CTTNBP2NL,55917,6
CTU1,90353,1
CTU2,348180,2
CTXN1,404217,8
CTXN2,399697,8
CTXN3,613212,8
CUBN,8029,4
CUEDC1,404093,2
CUEDC2,79004,6
CUL1,8454,2
CUL2,8453,2
CUL3,8452,2
CUL4A,8451,2
CUL4B,8450,2
CUL7,9820,8
CUL9,23113,8
CUTA,51596,1
CUTC,51076,1
CUX1,1523,2
CUX2,23316,2
CUZD1,50624,8
CWC22,57703,2
CWC25,54883,2
CWC27,10283,2
CWF19L1,55280,2
CWF19L2,143884,2
CWH43,80157,2
CX3CL1,6376,9
CX3CR1,1524,9
CXADR,1525,8
CXCL1,2919,9
CXCL10,3627,10
CXCL11,6373,8
CXCL12,6387,8
CXCL13,10563,9
CXCL14,9547,8
CXCL16,58191,10
CXCL17,284340,12
CXCL3,2921,9
CXCL5,6374,12
CXCL6,6372,13
CXCL9,4283,8
CXCR1,3577,8
CXCR2,3579,8
CXCR3,2833,8
CXCR4,7852,8
CXCR5,643,8
CXCR6,10663,10
CXXC1,30827,4
CXXC11,285093,12
CXXC4,80319,8
CXXC5,51523,8
CXorf21,80231,9
CXorf22,170063,2
CXorf23,256643,9
CXorf24,000,15
CXorf27,25763,12
CXorf30,645090,2
CXorf31,000,15
CXorf36,79742,7
CXorf38,159013,8
CXorf40B,541578,8
CXorf57,55086,4
CXorf58,254158,4
CXorf64,100130613,12
CXorf65,158830,4
CXorf66,347487,12
CXorf67,000,5
CYB561,1534,2
CYB561A3,220002,8
CYB561D1,284613,8
CYB561D2,11068,2
CYB5A,1528,2
CYB5B,80777,2
CYB5D1,124637,2
CYB5D2,124936,2
CYB5R1,51706,1
CYB5R2,51700,1
CYB5R3,1727,1
CYB5R4,51167,2
CYB5RL,606495,4
CYBA,1535,4
CYBB,1536,2
CYBRD1,79901,2
CYC1,1537,1
CYCS,54205,1
CYFIP2,26999,2
CYGB,114757,2
CYHR1,50626,5
CYLC1,1538,12
CYLC2,1539,11
CYLD,1540,4
CYP11A1,1583,8
CYP11B1,1584,6
CYP11B2,1585,6
CYP17A1,1586,8
CYP19A1,1588,8
CYP1A1,1543,2
CYP1A2,1544,2
CYP1B1,1545,8
CYP20A1,57404,5
CYP21A2,1589,8
CYP24A1,1591,2
CYP26A1,1592,2
CYP26B1,56603,2
CYP26C1,340665,2
CYP27A1,1593,2
CYP27B1,1594,8
CYP27C1,339761,2
CYP2A13,1553,6
CYP2A6,1548,6
CYP2B6,1555,2
CYP2C18,1562,2
CYP2C19,1557,2
CYP2C8,1558,2
CYP2C9,1559,2
CYP2D6,1565,2
CYP2E1,1571,11
CYP2F1,1572,11
CYP2J2,1573,2
CYP2R1,120227,8
CYP2U1,113612,2
CYP2W1,54905,8
CYP39A1,51302,4
CYP3A4,1576,1
CYP3A43,64816,1
CYP46A1,10858,2
CYP4A11,1579,1
CYP4A22,1579,1
CYP4B1,1580,1
CYP4F11,57834,1
CYP4F12,66002,1
CYP4F22,126410,1
CYP4F3,4051,1
CYP4F31P,000,14
CYP4V2,285440,1
CYP4X1,260293,1
CYP4Z1,199974,1
CYP51A1,1595,2
CYP7A1,1581,3
CYP7B1,9420,3
CYP8B1,1582,3
CYR61,3491,6
CYS1,192668,13
CYSLTR1,10800,8
CYSLTR2,57105,8
CYSTM1,84418,8
CYTH1,9267,4
CYTH2,9266,4
CYTH3,9265,4
CYTH4,27128,9
CYTIP,9595,8
CYTL1,54360,8
CYYR1,116159,7
CYorf17,100533178,15
D2HGDH,728294,1
DAAM1,23002,1
DAAM2,23500,1
DAB2,1601,4
DAB2IP,153090,5
DACH1,1602,2
DACH2,117154,2
DACT1,51339,8
DACT2,168002,8
DACT3,147906,13
DAD1,1603,2
DAG1,1605,4
DAGLA,747,2
DAGLB,221955,2
DAK,26007,1
DALRD3,55152,4
DAND5,199699,10
DAO,1610,1
DAOA,267012,15
DAP,1611,15
DAP3,7818,4
DAPK1,1612,6
DAPK2,23604,5
DAPK3,1613,8
DAPL1,92196,15
DAPP1,27071,2
DARC,2532,11
DARS,1615,1
DARS2,55157,1
DASS-312M4.10,000,10
DAW1,164781,1
DAXX,1616,4
DAZ1,1617,5
DAZ2,1617,5
DAZ3,57054,5
DAZ4,1617,5
DAZAP1,26528,2
DAZL,1618,5
DBF4,10926,3
DBF4B,80174,5
DBH,1621,2
DBNDD1,79007,8
DBNDD2,55861,9
DBP,1628,12
DBR1,51163,2
DBT,1629,1
DBX1,120237,4
DBX2,440097,8
DCAF10,79269,4
DCAF11,80344,2
DCAF12,25853,2
DCAF12L1,139170,2
DCAF12L2,340578,2
DCAF13,25879,2
DCAF15,90379,4
DCAF16,54876,12
DCAF17,80067,4
DCAF4,26094,2
DCAF4L1,285429,2
DCAF4L2,138009,2
DCAF5,8816,5
DCAF6,55827,2
DCAF7,10238,2
DCAF8,50717,2
DCAF8L1,139425,2
DCAKD,79877,1
DCBLD1,285761,9
DCBLD2,131566,8
DCC,1630,6
DCD,117159,14
DCDC2,51473,4
DCDC2B,149069,12
DCDC2C,728597,12
DCHS1,8642,4
DCHS2,54798,4
DCK,1633,1
DCLK1,9201,4
DCLK2,166614,4
DCLK3,85443,2
DCLRE1A,9937,2
DCLRE1B,64858,2
DCLRE1C,64421,3
DCN,1634,8
DCP1B,196513,3
DCP2,167227,2
DCPS,28960,2
DCST1,149095,6
DCST2,127579,6
DCSTAMP,81501,6
DCT,1638,8
DCTD,1635,1
DCTN1,1639,2
DCTN2,10540,2
DCTN3,11258,4
DCTN4,51164,2
DCTN5,84516,2
DCTN6,10671,2
DCTPP1,79077,1
DCUN1D1,54165,2
DCUN1D2,55208,2
DCUN1D3,123879,6
DCUN1D4,23142,2
DCUN1D5,84259,2
DCX,1641,5
DCXR,51181,1
DDA1,79016,2
DDAH1,23576,1
DDAH2,23564,8
DDB1,1642,2
DDB2,1643,2
DDC,1644,1
DDC8,100653515,12
DDHD1,80821,2
DDHD2,23259,2
DDI1,414301,2
DDI2,6248,2
DDIT3,1649,8
DDIT4,54541,8
DDIT4L,115265,6
DDN,23109,12
DDO,8528,1
DDOST,1650,2
DDR2,4921,4
DDRGK1,65992,2
DDT,1652,4
DDX1,1653,2
DDX10,1662,2
DDX11,1663,2
DDX17,10521,1
DDX18,8886,2
DDX19A,55308,2
DDX19B,11269,2
DDX20,11218,2
DDX21,9188,1
DDX23,9416,1
DDX24,57062,2
DDX25,29118,2
DDX26B,203522,2
DDX27,55661,1
DDX28,55794,2
DDX31,64794,2
DDX39B,7919,2
DDX3X,1654,1
DDX3Y,8653,1
DDX4,54514,1
DDX41,51428,2
DDX42,11325,1
DDX43,55510,5
DDX46,9879,1
DDX47,51202,1
DDX49,54555,2
DDX5,1655,1
DDX50,79009,1
DDX51,317781,2
DDX52,11056,2
DDX53,168400,5
DDX54,79039,2
DDX55,57696,2
DDX56,54606,2
DDX58,23586,6
DDX59,83479,2
DDX6,1656,2
DDX60,55601,2
DDX60L,91351,2
DEAF1,10522,6
DEC1,50514,15
DECR1,1666,1
DECR2,26063,1
DEDD,9191,8
DEDD2,162989,8
DEF6,50619,8
DEF8,54849,2
DEFA1,1667,14
DEFA1B,1667,14
DEFA3,1667,14
DEFA4,1669,12
DEFA5,1670,12
DEFA6,1671,14
DEFB1,1672,12
DEFB103A,55894,12
DEFB103B,55894,12
DEFB104A,140596,14
DEFB104B,140596,14
DEFB105A,245908,12
DEFB105B,245908,12
DEFB106A,245909,11
DEFB106B,245909,11
DEFB107A,245910,12
DEFB107B,245910,12
DEFB108B,245911,12
DEFB110,245913,12
DEFB112,245915,12
DEFB113,245927,12
DEFB114,245928,12
DEFB115,245929,13
DEFB116,245930,12
DEFB118,117285,12
DEFB119,245932,12
DEFB121,245934,12
DEFB123,245936,12
DEFB124,245937,12
DEFB125,245938,12
DEFB126,81623,12
DEFB127,140850,12
DEFB128,245939,12
DEFB129,140881,12
DEFB130,245940,12
DEFB131,644414,12
DEFB132,400830,12
DEFB133,403339,13
DEFB134,613211,12
DEFB135,613209,12
DEFB136,613210,12
DEFB4A,1673,9
DEGS1,8560,2
DEGS2,123099,2
DEK,7913,2
DENND1A,57706,2
DENND1C,79958,2
DENND2A,27147,2
DENND2C,163259,2
DENND2D,79961,2
DENND3,22898,5
DENND4A,10260,2
DENND4B,9909,2
DENND5A,23258,2
DENND5B,160518,2
DENND6A,201627,2
DENND6B,414918,2
DENR,8562,2
DEPDC1,55635,6
DEPDC1B,55789,5
DEPDC5,9681,2
DEPDC7,91614,4
DEPTOR,64798,2
DERA,51071,1
DERL1,79139,2
DERL2,51009,2
DERL3,91319,2
DES,1674,8
DESI1,27351,2
DET1,55070,2
DEXI,28955,8
DFFA,1676,5
DFNA5,1687,8
DFNB31,25861,5
DFNB59,494513,5
DGAT1,8694,2
DGAT2,84649,2
DGAT2L6,347516,11
DGCR14,8220,2
DGCR2,9993,6
DGCR6,8214,5
DGCR6L,85359,5
DGCR8,54487,5
DGKA,1606,2
DGKB,1607,2
DGKD,8527,4
DGKE,8526,2
DGKG,1608,2
DGKH,160851,4
DGKI,9162,4
DGKQ,1609,5
DGKZ,8525,4
DGUOK,1716,2
DHCR24,1718,1
DHCR7,1717,2
DHDDS,79947,1
DHDH,27294,1
DHFR,1719,1
DHFRL1,200895,15
DHH,50846,5
DHODH,1723,1
DHPS,1725,1
DHRS1,115817,2
DHRS11,79154,1
DHRS12,79758,2
DHRS13,147015,8
DHRS2,10202,11
DHRS3,9249,3
DHRS4,10901,1
DHRS4-AS1,000,15
DHRS7B,25979,1
DHRS7C,201140,8
DHRSX,207063,6
DHTKD1,55526,1
DHX15,1665,1
DHX16,8449,1
DHX29,54505,2
DHX30,22907,6
DHX32,55760,8
DHX34,9704,2
DHX35,60625,2
DHX36,170506,2
DHX37,57647,2
DHX38,9785,1
DHX40,79665,4
DHX57,90957,2
DHX58,79132,7
DHX8,1659,1
DHX9,1660,2
DIABLO,56616,6
DIAPH1,1729,2
DIAPH2,1730,2
DIAPH3,81624,2
DICER1,23405,2
DIDO1,11083,4
DIEXF,27042,2
DIMT1,27292,1
DIO1,1733,4
DIO2,1734,5
DIO3,1735,8
DIP2A,23181,1
DIP2B,57609,1
DIP2C,22982,1
DIRAS1,148252,6
DIRAS2,54769,6
DIRAS3,9077,14
DIRC1,116093,15
DIRC2,84925,4
DIS3,22894,1
DIS3L,115752,1
DIS3L2,129563,2
DISC1,27185,8
DISP1,84976,2
DISP2,85455,2
DIXDC1,85458,4
DKFZP667F0711,000,15
DKK1,22943,8
DKK2,27123,7
DKK3,27122,5
DKK4,27121,10
DKKL1,27120,12
DLAT,1737,1
DLC1,10395,4
DLD,1738,1
DLEC1,9940,2
DLEU1,10301,14
DLG1,1739,4
DLG2,1740,4
DLG3,1741,4
DLG5,9231,4
DLGAP1,9229,4
DLGAP3,58512,4
DLGAP4,22839,4
DLGAP5,9787,4
DLK1,8788,8
DLK2,65989,8
DLL1,28514,4
DLL3,10683,8
DLL4,54567,4
DLST,1743,1
DLX1,1745,3
DLX2,1746,8
DLX4,1748,11
DLX5,1749,6
DLX6,1750,8
DMAP1,55929,2
DMBX1,127343,5
DMC1,11144,1
DMD,1756,4
DMGDH,29958,1
DMKN,93099,1
DMP1,1758,9
DMPK,1760,11
DMRT1,1761,8
DMRT2,10655,6
DMRT3,58524,5
DMRTA1,63951,4
DMRTA2,63950,4
DMRTB1,63948,9
DMRTC1,63947,12
DMRTC1B,63947,12
DMTF1,9988,2
DMWD,1762,2
DMXL1,1657,2
DMXL2,23312,2
DNA2,1763,1
DNAAF1,123872,2
DNAAF2,55172,2
DNAH10,196385,2
DNAH12,201625,2
DNAH14,127602,2
DNAH17,8632,2
DNAH2,146754,2
DNAH3,55567,2
DNAH5,1767,2
DNAH6,1768,2
DNAH7,56171,2
DNAH8,1769,2
DNAH9,1770,2
DNAI1,27019,2
DNAI2,64446,2
DNAJA1,3301,2
DNAJA2,10294,2
DNAJA3,9093,1
DNAJA4,55466,2
DNAJB1,3337,1
DNAJB11,51726,2
DNAJB12,54788,2
DNAJB13,374407,1
DNAJB14,79982,2
DNAJB2,3300,8
DNAJB4,11080,1
DNAJB5,25822,1
DNAJB6,10049,2
DNAJB7,150353,12
DNAJB8,165721,2
DNAJB9,4189,2
DNAJC1,64215,4
DNAJC10,54431,5
DNAJC11,55735,2
DNAJC12,56521,4
DNAJC13,23317,2
DNAJC14,85406,8
DNAJC15,29103,1
DNAJC16,23341,2
DNAJC17,55192,2
DNAJC18,202052,8
DNAJC19,131118,1
DNAJC2,27000,2
DNAJC21,134218,2
DNAJC24,120526,2
DNAJC25,548645,2
DNAJC27,51277,2
DNAJC28,54943,2
DNAJC3,5611,2
DNAJC30,84277,4
DNAJC4,3338,4
DNAJC5,80331,5
DNAJC5B,85479,4
DNAJC5G,285126,10
DNAJC6,9829,4
DNAJC7,7266,2
DNAJC8,22826,2
DNAJC9,23234,2
DNAL1,83544,2
DNAL4,10126,2
DNALI1,7802,2
DNASE1,1773,4
DNASE1L1,1774,11
DNASE1L2,1775,9
DNASE1L3,1776,4
DNASE2,1777,2
DNASE2B,58511,2
DNER,92737,8
DNHD1,144132,4
DNLZ,728489,2
DNM1,1759,2
DNM2,1785,2
DNMBP,23268,4
DNMT1,1786,1
DNMT3A,1788,5
DNMT3B,1789,5
DNMT3L,29947,11
DNPEP,23549,1
DNPH1,10591,4
DNTT,1791,3
DNTTIP1,116092,4
DNTTIP2,30836,2
DOC2A,8448,8
DOC2B,8447,5
DOCK10,55619,2
DOCK11,139818,2
DOCK2,1794,3
DOCK3,1795,3
DOCK5,80005,3
DOCK6,57572,2
DOCK8,81704,2
DOHH,83475,1
DOK1,1796,5
DOK2,9046,5
DOK3,79930,10
DOK4,55715,8
DOK5,55816,6
DOK6,220164,8
DOK7,285489,5
DOLK,22845,2
DOLPP1,57171,2
DONSON,29980,2
DOPEY1,23033,2
DOPEY2,9980,2
DPAGT1,1798,1
DPCD,25911,2
DPCR1,135656,11
DPEP1,1800,1
DPEP3,64180,1
DPF2,5977,4
DPH2,1802,2
DPH3,285381,2
DPH6,89978,1
DPH7,92715,2
DPM2,8818,2
DPM3,54344,2
DPP10,57628,6
DPP3,10072,2
DPP4,1803,3
DPP6,1804,6
DPP7,29952,4
DPP8,54878,2
DPPA2,151871,12
DPPA3,359787,13
DPPA4,55211,11
DPPA5,340168,12
DPRX,503834,12
DPT,1805,5
DPY19L1,23333,2
DPY19L2,283417,2
DPY19L3,147991,5
DPY19L4,286148,8
DPYD,1806,1
DPYS,1807,1
DPYSL2,1808,1
DPYSL3,1809,1
DPYSL4,10570,1
DPYSL5,56896,8
DQX1,165545,8
DR1,1810,2
DRAM1,55332,7
DRAM2,128338,4
DRAP1,10589,2
DRAXIN,374946,8
DRB4,3126,8
DRC1,92749,2
DRD1,1812,4
DRD2,1813,6
DRD3,1814,8
DRD4,1815,8
DRD5,1816,6
DRG1,4733,1
DRG2,1819,1
DRGX,644168,6
DROSHA,29102,1
DRP2,1821,4
DSC1,1823,8
DSC3,1825,8
DSCAM,1826,4
DSCAML1,57453,4
DSCC1,79075,2
DSCR3,10311,2
DSCR4,10281,15
DSCR8,84677,15
DSE,29940,5
DSEL,92126,5
DSG1,1828,8
DSG2,1829,8
DSG3,1830,8
DSG4,147409,8
DSN1,79980,5
DSP,1832,4
DSPP,1834,1
DST,667,4
DSTN,11034,2
DSTYK,25778,4
DTD1,92675,1
DTD2,112487,2
DTHD1,401124,8
DTL,51514,2
DTNA,1837,4
DTNB,1838,4
DTNBP1,84062,4
DTWD1,56986,2
DTWD2,285605,1
DTX1,1840,5
DTX2,113878,4
DTX3L,151636,2
DTX4,23220,5
DTYMK,1841,1
DUOX1,53905,2
DUOX2,50506,2
DUOXA1,90527,6
DUOXA2,405753,6
DUPD1,338599,2
DUS1L,64118,1
DUS2,54920,2
DUS3L,56931,1
DUS4L,11062,1
DUSP1,1843,2
DUSP10,11221,2
DUSP11,8446,2
DUSP12,11266,2
DUSP14,11072,3
DUSP15,128853,2
DUSP16,80824,2
DUSP18,150290,8
DUSP19,142679,2
DUSP2,1844,8
DUSP21,63904,14
DUSP23,54935,1
DUSP26,78986,3
DUSP27,92235,8
DUSP28,285193,2
DUSP3,1845,2
DUSP4,1846,2
DUSP5,1847,8
DUSP6,1848,7
DUSP7,1849,2
DUSP8,1850,6
DUSP9,1852,2
DUT,1854,1
DUX4L2,22947,2
DVL1,1855,4
DVL2,1856,4
DVL3,1857,4
DXO,1797,2
DYDC1,143241,2
DYDC2,84332,12
DYM,54808,2
DYNAP,284254,11
DYNC1H1,1778,2
DYNC1I1,1780,2
DYNC1I2,1781,2
DYNC1LI1,51143,2
DYNC1LI2,1783,2
DYNC2H1,79659,2
DYNC2LI1,51626,2
DYNLL1,8655,2
DYNLRB1,83658,2
DYNLRB2,83657,2
DYNLT1,6993,2
DYNLT3,6990,2
DYRK1A,1859,2
DYRK1B,9149,2
DYRK2,8445,2
DYRK3,8444,2
DYRK4,8798,2
DYSF,8291,2
DYTN,391475,8
DYX1C1,161582,2
DZANK1,55184,4
DZIP1,22873,2
DZIP1L,199221,6
DZIP3,9666,6
E2F2,1870,2
E2F3,1871,2
E2F4,1874,2
E2F5,1875,8
E2F6,1876,8
E2F7,144455,2
E2F8,79733,4
E4F1,1877,6
EAF1,85403,6
EAF2,55840,4
EAPP,55837,2
EBF1,1879,4
EBF2,64641,4
EBF3,253738,4
EBF4,57593,4
EBI3,10148,8
EBNA1BP2,10969,2
EBP,10682,2
EBPL,84650,3
ECD,11319,2
ECE1,1889,1
ECE2,9718,1
ECEL1,9427,8
ECH1,1891,1
ECHDC1,55862,1
ECHDC2,55268,1
ECHDC3,79746,1
ECHS1,1892,1
ECI1,1632,2
ECI2,10455,1
ECM1,1893,8
ECM2,1842,7
ECSIT,51295,4
ECT2,1894,4
ECT2L,345930,4
EDA,1896,5
EDA2R,60401,9
EDAR,10913,8
EDARADD,128178,8
EDC3,80153,5
EDC4,23644,2
EDDM3A,10876,14
EDDM3B,64184,11
EDEM1,9695,2
EDEM2,55741,2
EDEM3,80267,4
EDF1,8721,2
EDIL3,10085,4
EDN1,1906,8
EDN2,1907,8
EDN3,1908,8
EDNRA,1909,8
EDNRB,1910,8
EDRF1,26098,2
EEA1,8411,6
EED,8726,2
EEF1A1,1915,1
EEF1A2,1917,1
EEF1B2,1933,2
EEF1D,1936,2
EEF1E1,9521,2
EEF2,1938,1
EEF2K,29904,2
EEFSEC,60678,1
EEPD1,80820,1
EFCAB10,000,2
EFCAB11,90141,4
EFCAB12,90288,4
EFCAB13,124989,10
EFCAB14,9813,4
EFCAB3,146779,9
EFCAB4B,84766,4
EFCAB5,374786,5
EFCAB6,64800,4
EFCAB7,84455,4
EFCAB9,285588,5
EFCC1,79825,8
EFEMP1,2202,8
EFEMP2,30008,8
EFHB,151651,2
EFHC1,114327,2
EFHC2,80258,2
EFHD1,80303,4
EFHD2,79180,4
EFNA1,1942,8
EFNA2,1943,8
EFNA3,1944,7
EFNA5,1946,7
EFNB1,1947,8
EFNB2,1948,5
EFNB3,1949,7
EFR3A,23167,2
EFR3B,22979,2
EFS,10278,8
EFTUD1,79631,2
EFTUD2,9343,1
EGF,1950,8
EGFL6,25975,8
EGFL7,51162,6
EGFL8,80864,5
EGFLAM,133584,4
EGFR,1956,6
EGLN1,54583,1
EGLN2,112398,8
EGLN3,112399,2
EGR1,1958,4
EGR2,1959,6
EGR3,1960,6
EGR4,1961,9
EHBP1,23301,4
EHBP1L1,254102,6
EHD1,10938,2
EHD2,30846,2
EHD3,30845,2
EHD4,30844,2
EHF,26298,6
EHHADH,1962,1
EHMT1,79813,2
EHMT2,10919,2
EI24,9538,2
EID2,163126,5
EID2B,126272,13
EIF1,10209,2
EIF1AD,84285,2
EIF1AX,1964,1
EIF1AY,9086,1
EIF1B,10289,2
EIF2A,83939,2
EIF2AK1,27102,2
EIF2AK2,5610,2
EIF2AK3,9451,4
EIF2AK4,440275,2
EIF2B1,1967,5
EIF2B2,8892,1
EIF2B3,8891,2
EIF2B4,8890,2
EIF2B5,8893,2
EIF2D,1939,2
EIF2S1,1965,1
EIF2S2,8894,1
EIF2S3,1968,1
EIF2S3L,000,1
EIF3A,8661,2
EIF3C,8663,2
EIF3CL,8663,2
EIF3E,3646,2
EIF3F,8665,2
EIF3G,8666,2
EIF3I,8668,2
EIF3J,8669,2
EIF3K,27335,2
EIF3M,10480,2
EIF4A1,1973,1
EIF4A2,1974,1
EIF4A3,9775,1
EIF4E1B,253314,2
EIF4E2,9470,2
EIF4E3,317649,2
EIF4EBP1,1978,4
EIF4EBP2,1979,4
EIF4EBP3,8637,8
EIF4ENIF1,56478,5
EIF4G1,1981,2
EIF4G3,8672,2
EIF4H,7458,2
EIF5,1983,2
EIF5A,1984,1
EIF5A2,56648,1
EIF5B,9669,1
EIF6,3692,1
ELAC1,55520,1
ELAC2,60528,1
ELANE,1991,10
ELAVL1,1994,8
ELAVL3,1995,8
ELAVL4,1996,2
ELF1,1997,4
ELF2,1998,5
ELF3,1999,6
ELF4,2000,8
ELF5,2001,9
ELK3,2004,6
ELK4,2005,6
ELL,8178,6
ELL2,22936,4
ELL3,80237,8
ELMO1,9844,2
ELMO2,63916,2
ELMO3,79767,2
ELMOD1,55531,2
ELMOD2,255520,2
ELMSAN1,91748,8
ELN,2006,3
ELOF1,84337,2
ELOVL1,64834,6
ELOVL2,54898,2
ELOVL3,83401,6
ELOVL4,6785,2
ELOVL5,60481,8
ELOVL6,79071,2
ELP2,55250,2
ELP3,55140,1
ELP4,26610,2
ELP5,23587,4
ELP6,54859,2
ELSPBP1,64100,5
ELTD1,64123,8
EMB,133418,8
EMC1,23065,2
EMC2,9694,2
EMC3,55831,2
EMC4,51234,2
EMC6,83460,2
EMC7,56851,2
EMC8,10328,2
EMC9,51016,2
EMCN,51705,9
EMD,2010,10
EME1,146956,4
EME2,197342,8
EMID1,129080,8
EMILIN1,11117,8
EMILIN2,84034,8
EMILIN3,90187,8
EML1,2009,4
EML2,24139,4
EML3,256364,4
EML4,27436,4
EML5,161436,2
EML6,400954,2
EMP1,2012,9
EMP2,2013,8
EMP3,2014,6
EMR1,2015,10
EMR2,30817,8
EMR3,84658,6
EMX1,2016,5
EN1,2019,6
EN2,2020,6
ENAH,55740,5
ENAM,10117,10
ENC1,8507,8
ENDOD1,23052,8
ENDOG,2021,1
ENDOU,8909,2
ENG,2022,9
ENGASE,64772,1
ENHO,375704,12
ENKD1,84080,2
ENKUR,219670,2
ENO1,2023,1
ENO2,2026,1
ENO4,387712,4
ENOPH1,58478,1
ENOSF1,55556,1
ENOX1,55068,5
ENOX2,10495,5
ENPEP,2028,4
ENPP1,5167,1
ENPP2,5168,1
ENPP3,5169,1
ENPP4,22875,6
ENPP5,59084,1
ENPP6,133121,6
ENPP7,339221,7
ENSA,2029,8
ENTHD1,150350,10
ENTHD2,146705,2
ENTPD1,953,2
ENTPD2,954,6
ENTPD3,956,2
ENTPD4,9583,2
ENTPD5,957,2
ENTPD6,955,2
ENTPD7,57089,2
ENTPD8,377841,2
ENY2,56943,2
EOGT,285203,4
EOMES,8320,8
EP300,2033,2
EP400,57634,2
EP400NL,347918,2
EPAS1,2034,5
EPB41,2035,4
EPB41L2,2037,4
EPB41L3,23136,4
EPB41L4A,64097,5
EPB41L4B,54566,8
EPB41L5,57669,4
EPB42,2038,9
EPC1,80314,2
EPC2,26122,2
EPCAM,4072,8
EPDR1,54749,7
EPG5,57724,4
EPGN,255324,9
EPHA1,2041,4
EPHA2,1969,4
EPHA3,2042,4
EPHA4,2043,4
EPHA5,2044,4
EPHA6,285220,4
EPHA7,2045,4
EPHA8,2046,4
EPHB1,2047,4
EPHB2,2048,4
EPHB3,2049,4
EPHB4,2050,4
EPHB6,2051,4
EPHX1,2052,3
EPHX3,79852,6
EPHX4,253152,1
EPM2A,7957,2
EPM2AIP1,9852,12
EPN1,29924,2
EPN2,22905,2
EPO,2056,8
EPOR,2057,8
EPRS,2058,1
EPS15,2060,2
EPS15L1,58513,2
EPS8,2059,4
EPS8L1,54869,8
EPS8L2,64787,4
EPS8L3,79574,8
EPSTI1,94240,5
EPT1,85465,2
EPX,8288,7
EPYC,1833,8
EQTN,54586,12
ERAL1,26284,1
ERAP1,51752,4
ERAS,3266,12
ERBB2,2064,6
ERBB2IP,55914,5
ERBB3,2065,6
ERBB4,2066,6
ERC1,23085,6
ERC2,26059,6
ERCC2,2068,1
ERCC3,2071,1
ERCC4,2072,1
ERCC5,2073,2
ERCC6,2074,1
ERCC6-PGBD3,2074,5
ERCC6L,54821,2
ERCC6L2,375748,2
ERCC8,1161,2
EREG,2069,9
ERF,2077,7
ERG,2078,4
ERGIC1,57222,2
ERGIC3,51614,2
ERI1,90459,1
ERI2,112479,1
ERI3,79033,1
ERICH1,157697,8
ERLEC1,27248,2
ERLIN1,10613,2
ERLIN2,11160,2
ERMAP,114625,10
ERMARD,55780,2
ERMN,57471,9
ERMP1,79956,2
ERN1,2081,2
ERN2,10595,2
ERO1L,30001,2
ERO1LB,56605,2
ERP27,121506,8
ERP29,10961,2
ERP44,23071,4
ERRFI1,54206,8
ERV3-1,2086,8
ERVFRD-1,405754,6
ERVW-1,30816,6
ESAM,90952,8
ESCO1,114799,2
ESCO2,157570,2
ESD,2098,1
ESF1,51575,2
ESM1,11082,8
ESPL1,9700,2
ESPN,83715,6
ESPNL,339768,5
ESR1,2099,8
ESR2,2100,8
ESRP1,54845,2
ESRP2,80004,2
ESRRA,2101,6
ESRRB,2103,4
ESRRG,2104,4
ESX1,80712,12
ESYT1,23344,2
ESYT3,83850,2
ETAA1,54465,8
ETF1,2107,1
ETFA,2108,1
ETFB,2109,1
ETFDH,2110,1
ETHE1,23474,1
ETNK1,55500,1
ETNK2,55224,1
ETNPPL,64850,1
ETS1,2113,4
ETS2,2114,8
ETV1,2115,5
ETV2,2116,12
ETV3,2117,9
ETV4,2118,8
ETV5,2119,4
ETV6,2120,4
ETV7,51513,6
EVA1A,84141,8
EVA1B,55194,8
EVA1C,59271,6
EVC,2121,8
EVC2,132884,5
EVI2A,2123,9
EVI2B,2124,10
EVI5,7813,2
EVI5L,115704,2
EVL,51466,6
EVPL,2125,8
EVPLL,645027,15
EVX1,2128,5
EVX2,344191,8
EWSR1,2130,6
EXD1,161829,5
EXD2,55218,2
EXD3,54932,2
EXO1,9156,2
EXO5,64789,2
EXOC1,55763,2
EXOC2,55770,2
EXOC3,11336,2
EXOC3L1,283849,8
EXOC3L2,90332,8
